"id","tinh_tp","quan_huyen","phuong_xa","tinh_tp_lower","quan_huyen_lower","phuong_xa_lower"
1129,Khánh Hòa,KHÁNH SƠN,,khanh hoa,khanh son,
1130,Khánh Hòa,KHÁNH VĨNH,,khanh hoa,khanh vinh,
1131,Khánh Hòa,NHA TRANG,,khanh hoa,nha trang,
1132,Khánh Hòa,NINH HÒA,,khanh hoa,ninh hoa,
1133,Khánh Hòa,TRƯỜNG SA,,khanh hoa,truong sa,
1134,Khánh Hòa,VẠN NINH,,khanh hoa,van ninh,
1135,Ninh Thuận,BÁC ÁI,,ninh thuan,bac ai,
1136,Ninh Thuận,NINH HẢI,,ninh thuan,ninh hai,
1137,Ninh Thuận,NINH PHƯỚC,,ninh thuan,ninh phuoc,
1138,Ninh Thuận,NINH SƠN,,ninh thuan,ninh son,
1139,Ninh Thuận,PHAN RANG-THÁP CHÀM,,ninh thuan,phan rang-thap cham,
1140,Ninh Thuận,THUẬN BẮC,,ninh thuan,thuan bac,
1141,Ninh Thuận,THUẬN NAM,,ninh thuan,thuan nam,
1142,Lâm Đồng,BẢO LÂM,,lam dong,bao lam,
1143,Lâm Đồng,BẢO LỘC,,lam dong,bao loc,
1144,Lâm Đồng,CÁT TIÊN,,lam dong,cat tien,
1145,Đắk Lắk,CƯ M'GAR,,dak lak,cu m'gar,
1146,Lâm Đồng,DI LINH,,lam dong,di linh,
1147,Lâm Đồng,LÂM HÀ,,lam dong,lam ha,
1148,Lâm Đồng,LẠC DƯƠNG,,lam dong,lac duong,
1149,Lâm Đồng,ĐAM RÔNG,,lam dong,dam rong,
1150,Lâm Đồng,ĐÀ LẠT,,lam dong,da lat,
1151,Lâm Đồng,ĐƠN DƯƠNG,,lam dong,don duong,
1152,Lâm Đồng,ĐẠ HUOAI,,lam dong,da huoai,
1153,Lâm Đồng,ĐẠ TẺH,,lam dong,da teh,
1154,Lâm Đồng,ĐỨC TRỌNG,,lam dong,duc trong,
1155,Hồ Chí Minh,BÌNH CHÁNH,,ho chi minh,binh chanh,
1156,Hồ Chí Minh,BÌNH THẠNH,,ho chi minh,binh thanh,
1157,Hồ Chí Minh,BÌNH TÂN,,ho chi minh,binh tan,
1158,Hồ Chí Minh,CẦN GIỜ,,ho chi minh,can gio,
1159,Hồ Chí Minh,CỦ CHI,,ho chi minh,cu chi,
1160,Hồ Chí Minh,GÒ VẤP,,ho chi minh,go vap,
1161,Hồ Chí Minh,HÓC MÔN,,ho chi minh,hoc mon,
1162,Hồ Chí Minh,NHÀ BÈ,,ho chi minh,nha be,
1163,Hồ Chí Minh,PHÚ NHUẬN,,ho chi minh,phu nhuan,
1164,Hồ Chí Minh,THỦ ĐỨC,,ho chi minh,thu duc,
1165,Hồ Chí Minh,TÂN BÌNH,,ho chi minh,tan binh,
1166,Hồ Chí Minh,TÂN PHÚ,,ho chi minh,tan phu,
1167,Hồ Chí Minh,DISTRICT 1,,ho chi minh,district 1,
1168,Hồ Chí Minh,DISTRICT 10,,ho chi minh,district 10,
1169,Hồ Chí Minh,DISTRICT 11,,ho chi minh,district 11,
1170,Hồ Chí Minh,DISTRICT 12,,ho chi minh,district 12,
1171,Hồ Chí Minh,DISTRICT 2,,ho chi minh,district 2,
1172,Hồ Chí Minh,DISTRICT 3,,ho chi minh,district 3,
1173,Hồ Chí Minh,DISTRICT 4,,ho chi minh,district 4,
1174,Hồ Chí Minh,DISTRICT 5,,ho chi minh,district 5,
1175,Hồ Chí Minh,DISTRICT 6,,ho chi minh,district 6,
1176,Hồ Chí Minh,DISTRICT 7,,ho chi minh,district 7,
1177,Hồ Chí Minh,DISTRICT 8,,ho chi minh,district 8,
1178,Hồ Chí Minh,DISTRICT 9,,ho chi minh,district 9,
1179,Bà Rịa - Vũng Tàu,BÀ RỊA,,ba ria - vung tau,ba ria,
1180,Bà Rịa - Vũng Tàu,CHÂU ĐỨC,,ba ria - vung tau,chau duc,
1181,Bà Rịa - Vũng Tàu,LONG ĐIỀN,,ba ria - vung tau,long dien,
1182,Bà Rịa - Vũng Tàu,TÂN THÀNH,,ba ria - vung tau,tan thanh,
1183,Bà Rịa - Vũng Tàu,VŨNG TÀU,,ba ria - vung tau,vung tau,
1184,Bà Rịa - Vũng Tàu,XUYÊN MỘC,,ba ria - vung tau,xuyen moc,
1185,Bà Rịa - Vũng Tàu,ĐẤT ĐỎ,,ba ria - vung tau,dat do,
1186,Bà Rịa - Vũng Tàu,CÔN ĐẢO,,ba ria - vung tau,con dao,
1187,Bà Rịa - Vũng Tàu,PHÚ MỸ,,ba ria - vung tau,phu my,
1188,Bình Thuận,BẮC BÌNH,,binh thuan,bac binh,
1189,Bình Thuận,HÀM THUẬN BẮC,,binh thuan,ham thuan bac,
1190,Bình Thuận,HÀM THUẬN NAM,,binh thuan,ham thuan nam,
1191,Bình Thuận,HÀM TÂN,,binh thuan,ham tan,
1192,Bình Thuận,LA GI,,binh thuan,la gi,
1193,Bình Thuận,PHAN THIẾT,,binh thuan,phan thiet,
1194,Bình Thuận,PHÚ QUÍ,,binh thuan,phu qui,
1195,Bình Thuận,TUY PHONG,,binh thuan,tuy phong,
1196,Bình Thuận,TÁNH LINH,,binh thuan,tanh linh,
1197,Bình Thuận,ĐỨC LINH,,binh thuan,duc linh,
1198,Đồng Nai,BIÊN HÒA,,dong nai,bien hoa,
1199,Đồng Nai,CẨM MỸ,,dong nai,cam my,
1200,Đồng Nai,LONG KHÁNH,,dong nai,long khanh,
1201,Đồng Nai,LONG THÀNH,,dong nai,long thanh,
1202,Đồng Nai,NHƠN TRẠCH,,dong nai,nhon trach,
1203,Đồng Nai,THỐNG NHẤT,,dong nai,thong nhat,
1204,Đồng Nai,TRẢNG BOM,,dong nai,trang bom,
1205,Đồng Nai,TÂN PHÚ,,dong nai,tan phu,
1206,Đồng Nai,VĨNH CỬU,,dong nai,vinh cuu,
1207,Đồng Nai,XUÂN LỘC,,dong nai,xuan loc,
1208,Đồng Nai,ĐỊNH QUÁN,,dong nai,dinh quan,
1209,Bình Định,AN LÃO,,binh dinh,an lao,
1210,Bình Định,AN NHƠN,,binh dinh,an nhon,
1211,Bình Định,HOÀI NHƠN,,binh dinh,hoai nhon,
1212,Bình Định,HOÀI ÂN,,binh dinh,hoai an,
1213,Bình Định,PHÙ CÁT,,binh dinh,phu cat,
1214,Bình Định,PHÙ MỸ,,binh dinh,phu my,
1215,Bình Định,QUI NHƠN,,binh dinh,qui nhon,
1216,Bình Định,TUY PHƯỚC,,binh dinh,tuy phuoc,
1217,Bình Định,TÂY SƠN,,binh dinh,tay son,
1218,Bình Định,VÂN CANH,,binh dinh,van canh,
1219,Bình Định,VĨNH THẠNH,,binh dinh,vinh thanh,
1220,Bình Phước,BÌNH LONG,,binh phuoc,binh long,
1221,Bình Phước,BÙ GIA MẬP,,binh phuoc,bu gia map,
1222,Bình Phước,BÙ ĐĂNG,,binh phuoc,bu dang,
1223,Bình Phước,BÙ ĐỐP,,binh phuoc,bu dop,
1224,Bình Phước,CHƠN THÀNH,,binh phuoc,chon thanh,
1225,Bình Phước,HỚN QUẢN,,binh phuoc,hon quan,
1226,Bình Phước,LỘC NINH,,binh phuoc,loc ninh,
1227,Bình Phước,PHÚ RIỀNG,,binh phuoc,phu rieng,
1228,Bình Phước,PHƯỚC LONG,,binh phuoc,phuoc long,
1229,Bình Phước,ĐỒNG PHÚ,,binh phuoc,dong phu,
1230,Bình Phước,ĐỒNG XOÀI,,binh phuoc,dong xoai,
707,Hà Nội,PHÚC THỌ,,ha noi,phuc tho,
708,Hà Nội,QUỐC OAI,,ha noi,quoc oai,
709,Hà Nội,SÓC SƠN,,ha noi,soc son,
710,Hà Nội,SƠN TÂY,,ha noi,son tay,
711,Hà Nội,THANH OAI,,ha noi,thanh oai,
712,Hà Nội,THANH TRÌ,,ha noi,thanh tri,
713,Hà Nội,THANH XUÂN,,ha noi,thanh xuan,
714,Hà Nội,THƯỜNG TÍN,,ha noi,thuong tin,
715,Hà Nội,THẠCH THẤT,,ha noi,thach that,
716,Hà Nội,TÂY HỒ,,ha noi,tay ho,
717,Hà Nội,ĐAN PHƯỢNG,,ha noi,dan phuong,
718,Hà Nội,ĐÔNG ANH,,ha noi,dong anh,
719,Hà Nội,ĐỐNG ĐA,,ha noi,dong da,
720,Hà Nội,ỨNG HÒA,,ha noi,ung hoa,
721,Hưng Yên,HƯNG YÊN,,hung yen,hung yen,
722,Hưng Yên,KHOÁI CHÂU,,hung yen,khoai chau,
723,Hưng Yên,KIM ĐỘNG,,hung yen,kim dong,
724,Hưng Yên,MỸ HÀO,,hung yen,my hao,
725,Hưng Yên,PHÙ CỪ,,hung yen,phu cu,
726,Hưng Yên,TIÊN LỮ,,hung yen,tien lu,
727,Hưng Yên,VĂN GIANG,,hung yen,van giang,
728,Hưng Yên,VĂN LÂM,,hung yen,van lam,
729,Hưng Yên,YÊN MỸ,,hung yen,yen my,
730,Hưng Yên,ÂN THI,,hung yen,an thi,
731,Hải Dương,BÌNH GIANG,,hai duong,binh giang,
732,Hải Dương,CHÍ LINH,,hai duong,chi linh,
733,Hải Dương,CẨM GIÀNG,,hai duong,cam giang,
734,Hải Dương,GIA LỘC,,hai duong,gia loc,
735,Hải Dương,HẢI DƯƠNG,,hai duong,hai duong,
736,Hải Dương,KIM THÀNH,,hai duong,kim thanh,
737,Hải Dương,KINH MÔN,,hai duong,kinh mon,
738,Hải Dương,NAM SÁCH,,hai duong,nam sach,
739,Hải Dương,NINH GIANG,,hai duong,ninh giang,
740,Hải Dương,THANH HÀ,,hai duong,thanh ha,
741,Hải Dương,THANH MIỆN,,hai duong,thanh mien,
742,Hải Dương,TỨ KỲ,,hai duong,tu ky,
743,Hải Phòng,AN DƯƠNG,,hai phong,an duong,
744,Hải Phòng,AN LÃO,,hai phong,an lao,
745,Hải Phòng,CÁT HẢI,,hai phong,cat hai,
746,Hải Phòng,DƯƠNG KINH,,hai phong,duong kinh,
747,Hải Phòng,HẢI AN,,hai phong,hai an,
748,Hải Phòng,HỒNG BÀNG,,hai phong,hong bang,
749,Hải Phòng,KIẾN AN,,hai phong,kien an,
750,Hải Phòng,KIẾN THUỴ,,hai phong,kien thuy,
751,Hải Phòng,LÊ CHÂN,,hai phong,le chan,
752,Hải Phòng,NGÔ QUYỀN,,hai phong,ngo quyen,
753,Hải Phòng,THUỶ NGUYÊN,,hai phong,thuy nguyen,
754,Hải Phòng,TIÊN LÃNG,,hai phong,tien lang,
755,Hải Phòng,VĨNH BẢO,,hai phong,vinh bao,
756,Hải Phòng,ĐỒ SƠN,,hai phong,do son,
757,Quảng Ninh,BA CHẼ,,quang ninh,ba che,
758,Quảng Ninh,BÌNH LIÊU,,quang ninh,binh lieu,
759,Quảng Ninh,CÔ TÔ,,quang ninh,co to,
760,Quảng Ninh,CẨM PHẢ,,quang ninh,cam pha,
761,Quảng Ninh,HOÀNH BỒ,,quang ninh,hoanh bo,
762,Quảng Ninh,HẠ LONG,,quang ninh,ha long,
763,Quảng Ninh,HẢI HÀ,,quang ninh,hai ha,
764,Quảng Ninh,MÓNG CÁI,,quang ninh,mong cai,
765,Quảng Ninh,QUẢNG YÊN,,quang ninh,quang yen,
766,Quảng Ninh,TIÊN YÊN,,quang ninh,tien yen,
767,Quảng Ninh,UÔNG BÍ,,quang ninh,uong bi,
768,Quảng Ninh,VÂN ĐỒN,,quang ninh,van don,
769,Quảng Ninh,ĐÔNG TRIỀU,,quang ninh,dong trieu,
770,Quảng Ninh,ĐẦM HÀ,,quang ninh,dam ha,
771,Bắc Giang,BẮC GIANG,,bac giang,bac giang,
772,Bắc Giang,HIỆP HÒA,,bac giang,hiep hoa,
773,Bắc Giang,LẠNG GIANG,,bac giang,lang giang,
774,Bắc Giang,LỤC NAM,,bac giang,luc nam,
775,Bắc Giang,LỤC NGẠN,,bac giang,luc ngan,
776,Bắc Giang,SƠN ĐỘNG,,bac giang,son dong,
777,Bắc Giang,TÂN YÊN,,bac giang,tan yen,
778,Bắc Giang,VIỆT YÊN,,bac giang,viet yen,
779,Bắc Giang,YÊN DŨNG,,bac giang,yen dung,
780,Bắc Giang,YÊN THẾ,,bac giang,yen the,
781,Lạng Sơn,BÌNH GIA,,lang son,binh gia,
782,Lạng Sơn,BẮC SƠN,,lang son,bac son,
783,Lạng Sơn,CAO LỘC,,lang son,cao loc,
784,Lạng Sơn,CHI LĂNG,,lang son,chi lang,
785,Lạng Sơn,HỮU LŨNG,,lang son,huu lung,
786,Lạng Sơn,LẠNG SƠN,,lang son,lang son,
787,Lạng Sơn,LỘC BÌNH,,lang son,loc binh,
788,Lạng Sơn,TRÀNG ĐỊNH,,lang son,trang dinh,
789,Lạng Sơn,VĂN LÃNG,,lang son,van lang,
790,Lạng Sơn,VĂN QUAN,,lang son,van quan,
791,Lạng Sơn,ĐÌNH LẬP,,lang son,dinh lap,
792,Thái Nguyên,PHÚ BÌNH,,thai nguyen,phu binh,
793,Thái Nguyên,PHÚ LƯƠNG,,thai nguyen,phu luong,
794,Thái Nguyên,PHỔ YÊN,,thai nguyen,pho yen,
795,Thái Nguyên,SÔNG CÔNG,,thai nguyen,song cong,
796,Thái Nguyên,THÁI NGUYÊN,,thai nguyen,thai nguyen,
797,Thái Nguyên,VÕ NHAI,,thai nguyen,vo nhai,
798,Thái Nguyên,ĐẠI TỪ,,thai nguyen,dai tu,
799,Thái Nguyên,ĐỊNH HÓA,,thai nguyen,dinh hoa,
800,Thái Nguyên,ĐỒNG HỶ,,thai nguyen,dong hy,
801,Bạc Liêu,BẠC LIÊU,,bac lieu,bac lieu,
802,Bạc Liêu,GIÁ RAI,,bac lieu,gia rai,
803,Bạc Liêu,HOÀ BÌNH,,bac lieu,hoa binh,
804,Bạc Liêu,HỒNG DÂN,,bac lieu,hong dan,
805,Bạc Liêu,VĨNH LỢI,,bac lieu,vinh loi,
806,Bạc Liêu,ĐÔNG HẢI,,bac lieu,dong hai,
807,Bạc Liêu,PHƯỚC LONG,,bac lieu,phuoc long,
808,Cao Bằng,BẢO LÂM,,cao bang,bao lam,
1329,Cà Mau,CÀ MAU,,ca mau,ca mau,
809,Cao Bằng,BẢO LẠC,,cao bang,bao lac,
810,Cao Bằng,CAO BẰNG,,cao bang,cao bang,
811,Cao Bằng,HOÀ AN,,cao bang,hoa an,
812,Cao Bằng,HÀ QUẢNG,,cao bang,ha quang,
813,Cao Bằng,HẠ LANG,,cao bang,ha lang,
814,Cao Bằng,NGUYÊN BÌNH,,cao bang,nguyen binh,
815,Cao Bằng,PHỤC HOÀ,,cao bang,phuc hoa,
816,Cao Bằng,QUẢNG UYÊN,,cao bang,quang uyen,
817,Cao Bằng,THÔNG NÔNG,,cao bang,thong nong,
818,Cao Bằng,THẠCH AN,,cao bang,thach an,
819,Cao Bằng,TRÀ LĨNH,,cao bang,tra linh,
820,Cao Bằng,TRÙNG KHÁNH,,cao bang,trung khanh,
821,Vĩnh Phúc,BÌNH XUYÊN,,vinh phuc,binh xuyen,
822,Vĩnh Phúc,LẬP THẠCH,,vinh phuc,lap thach,
823,Vĩnh Phúc,PHÚC YÊN,,vinh phuc,phuc yen,
824,Vĩnh Phúc,SÔNG LÔ,,vinh phuc,song lo,
825,Vĩnh Phúc,TAM DƯƠNG,,vinh phuc,tam duong,
826,Vĩnh Phúc,TAM ĐẢO,,vinh phuc,tam dao,
827,Vĩnh Phúc,VĨNH TƯỜNG,,vinh phuc,vinh tuong,
828,Vĩnh Phúc,VĨNH YÊN,,vinh phuc,vinh yen,
829,Vĩnh Phúc,YÊN LẠC,,vinh phuc,yen lac,
830,Tuyên Quang,CHIÊM HÓA,,tuyen quang,chiem hoa,
831,Tuyên Quang,HÀM YÊN,,tuyen quang,ham yen,
832,Tuyên Quang,LÂM BÌNH,,tuyen quang,lam binh,
833,Tuyên Quang,NA HANG,,tuyen quang,na hang,
834,Tuyên Quang,SƠN DƯƠNG,,tuyen quang,son duong,
835,Tuyên Quang,TUYÊN QUANG,,tuyen quang,tuyen quang,
836,Tuyên Quang,YÊN SƠN,,tuyen quang,yen son,
837,Hà Giang,BẮC MÊ,,ha giang,bac me,
838,Hà Giang,BẮC QUANG,,ha giang,bac quang,
839,Hà Giang,HOÀNG SU PHÌ,,ha giang,hoang su phi,
840,Hà Giang,HÀ GIANG,,ha giang,ha giang,
841,Hà Giang,MÈO VẠC,,ha giang,meo vac,
842,Hà Giang,QUANG BÌNH,,ha giang,quang binh,
843,Hà Giang,QUẢN BẠ,,ha giang,quan ba,
844,Hà Giang,VỊ XUYÊN,,ha giang,vi xuyen,
845,Hà Giang,XÍN MẦN,,ha giang,xin man,
846,Hà Giang,YÊN MINH,,ha giang,yen minh,
847,Hà Giang,ĐỒNG VĂN,,ha giang,dong van,
848,Yên Bái,LỤC YÊN,,yen bai,luc yen,
849,Yên Bái,MÙ CĂNG CHẢI,,yen bai,mu cang chai,
850,Yên Bái,NGHĨA LỘ,,yen bai,nghia lo,
851,Yên Bái,TRẠM TẤU,,yen bai,tram tau,
852,Yên Bái,TRẤN YÊN,,yen bai,tran yen,
853,Yên Bái,VĂN CHẤN,,yen bai,van chan,
854,Yên Bái,VĂN YÊN,,yen bai,van yen,
855,Yên Bái,YÊN BÁI,,yen bai,yen bai,
856,Yên Bái,YÊN BÌNH,,yen bai,yen binh,
857,Lào Cai,BÁT XÁT,,lao cai,bat xat,
858,Lào Cai,BẢO THẮNG,,lao cai,bao thang,
859,Lào Cai,BẢO YÊN,,lao cai,bao yen,
860,Lào Cai,BẮC HÀ,,lao cai,bac ha,
861,Lào Cai,LÀO CAI,,lao cai,lao cai,
862,Lào Cai,MƯỜNG KHƯƠNG,,lao cai,muong khuong,
863,Lào Cai,SA PA,,lao cai,sa pa,
864,Lào Cai,SI MA CAI,,lao cai,si ma cai,
865,Lào Cai,VĂN BÀN,,lao cai,van ban,
866,Hoà Bình,CAO PHONG,,hoa binh,cao phong,
867,Hoà Bình,HOÀ BÌNH,,hoa binh,hoa binh,
868,Hoà Bình,KIM BÔI,,hoa binh,kim boi,
869,Hoà Bình,KỲ SƠN,,hoa binh,ky son,
870,Hoà Bình,LƯƠNG SƠN,,hoa binh,luong son,
871,Hoà Bình,LẠC SƠN,,hoa binh,lac son,
872,Hoà Bình,LẠC THỦY,,hoa binh,lac thuy,
873,Hoà Bình,MAI CHÂU,,hoa binh,mai chau,
874,Hoà Bình,TÂN LẠC,,hoa binh,tan lac,
875,Hoà Bình,YÊN THỦY,,hoa binh,yen thuy,
876,Hoà Bình,ĐÀ BẮC,,hoa binh,da bac,
877,Sơn La,BẮC YÊN,,son la,bac yen,
878,Sơn La,MAI SƠN,,son la,mai son,
879,Sơn La,MƯỜNG LA,,son la,muong la,
880,Sơn La,MỘC CHÂU,,son la,moc chau,
881,Sơn La,PHÙ YÊN,,son la,phu yen,
882,Sơn La,QUỲNH NHAI,,son la,quynh nhai,
883,Sơn La,SÔNG MÃ,,son la,song ma,
884,Sơn La,SƠN LA,,son la,son la,
885,Sơn La,SỐP CỘP,,son la,sop cop,
886,Sơn La,THUẬN CHÂU,,son la,thuan chau,
887,Sơn La,VÂN HỒ,,son la,van ho,
888,Sơn La,YÊN CHÂU,,son la,yen chau,
889,Điện Biên,MƯỜNG CHÀ,,dien bien,muong cha,
890,Điện Biên,MƯỜNG LAY,,dien bien,muong lay,
891,Điện Biên,MƯỜNG NHÉ,,dien bien,muong nhe,
892,Điện Biên,MƯỜNG ẢNG,,dien bien,muong ang,
893,Điện Biên,NẬM PỒ,,dien bien,nam po,
894,Điện Biên,TUẦN GIÁO,,dien bien,tuan giao,
895,Điện Biên,TỦA CHÙA,,dien bien,tua chua,
896,Điện Biên,ĐIỆN BIÊN,,dien bien,dien bien,
897,Điện Biên,ĐIỆN BIÊN PHỦ,,dien bien,dien bien phu,
898,Điện Biên,ĐIỆN BIÊN ĐÔNG,,dien bien,dien bien dong,
899,Lai Châu,LAI CHÂU,,lai chau,lai chau,
900,Lai Châu,MƯỜNG TÈ,,lai chau,muong te,
901,Lai Châu,NẬM NHÙN,,lai chau,nam nhun,
902,Lai Châu,PHONG THỔ,,lai chau,phong tho,
903,Lai Châu,SÌN HỒ,,lai chau,sin ho,
904,Lai Châu,TAM ĐƯỜNG,,lai chau,tam duong,
905,Lai Châu,THAN UYÊN,,lai chau,than uyen,
857,Lào Cai,BÁT XÁT,,lao cai,bat xat,
906,Lai Châu,TÂN UYÊN,,lai chau,tan uyen,
907,Hà Nam,BÌNH LỤC,,ha nam,binh luc,
908,Hà Nam,DUY TIÊN,,ha nam,duy tien,
909,Hà Nam,KIM BẢNG,,ha nam,kim bang,
910,Hà Nam,LÝ NHÂN,,ha nam,ly nhan,
911,Hà Nam,PHỦ LÝ,,ha nam,phu ly,
912,Hà Nam,THANH LIÊM,,ha nam,thanh liem,
913,Thái Bình,HƯNG HÀ,,thai binh,hung ha,
914,Thái Bình,KIẾN XƯƠNG,,thai binh,kien xuong,
915,Thái Bình,QUỲNH PHỤ,,thai binh,quynh phu,
916,Thái Bình,THÁI BÌNH,,thai binh,thai binh,
917,Thái Bình,THÁI THỤY,,thai binh,thai thuy,
918,Thái Bình,TIỀN HẢI,,thai binh,tien hai,
919,Thái Bình,VŨ THƯ,,thai binh,vu thu,
920,Thái Bình,ĐÔNG HƯNG,,thai binh,dong hung,
921,Nam Định,GIAO THỦY,,nam dinh,giao thuy,
922,Nam Định,HẢI HẬU,,nam dinh,hai hau,
923,Nam Định,MỸ LỘC,,nam dinh,my loc,
924,Nam Định,NAM TRỰC,,nam dinh,nam truc,
925,Nam Định,NAM ĐỊNH,,nam dinh,nam dinh,
926,Nam Định,NGHĨA HƯNG,,nam dinh,nghia hung,
927,Nam Định,TRỰC NINH,,nam dinh,truc ninh,
928,Nam Định,VỤ BẢN,,nam dinh,vu ban,
929,Nam Định,XUÂN TRƯỜNG,,nam dinh,xuan truong,
930,Nam Định,Ý YÊN,,nam dinh,y yen,
931,Ninh Bình,GIA VIỄN,,ninh binh,gia vien,
932,Ninh Bình,HOA LƯ,,ninh binh,hoa lu,
933,Ninh Bình,KIM SƠN,,ninh binh,kim son,
934,Ninh Bình,NHO QUAN,,ninh binh,nho quan,
935,Ninh Bình,NINH BÌNH,,ninh binh,ninh binh,
936,Ninh Bình,TAM ĐIỆP,,ninh binh,tam diep,
937,Ninh Bình,YÊN KHÁNH,,ninh binh,yen khanh,
938,Ninh Bình,YÊN MÔ,,ninh binh,yen mo,
939,Thanh Hóa,BÁ THƯỚC,,thanh hoa,ba thuoc,
940,Thanh Hóa,BỈM SƠN,,thanh hoa,bim son,
941,Thanh Hóa,CẨM THỦY,,thanh hoa,cam thuy,
942,Thanh Hóa,HOẰNG HÓA,,thanh hoa,hoang hoa,
943,Thanh Hóa,HÀ TRUNG,,thanh hoa,ha trung,
944,Thanh Hóa,HẬU LỘC,,thanh hoa,hau loc,
945,Thanh Hóa,LANG CHÁNH,,thanh hoa,lang chanh,
946,Thanh Hóa,MƯỜNG LÁT,,thanh hoa,muong lat,
947,Thanh Hóa,NGA SƠN,,thanh hoa,nga son,
948,Thanh Hóa,NGỌC LẶC,,thanh hoa,ngoc lac,
949,Thanh Hóa,NHƯ THANH,,thanh hoa,nhu thanh,
950,Thanh Hóa,NHƯ XUÂN,,thanh hoa,nhu xuan,
951,Thanh Hóa,NÔNG CỐNG,,thanh hoa,nong cong,
952,Thanh Hóa,QUAN HÓA,,thanh hoa,quan hoa,
953,Thanh Hóa,QUAN SƠN,,thanh hoa,quan son,
954,Thanh Hóa,QUẢNG XƯƠNG,,thanh hoa,quang xuong,
955,Thanh Hóa,SẦM SƠN,,thanh hoa,sam son,
956,Thanh Hóa,THANH HÓA,,thanh hoa,thanh hoa,
957,Thanh Hóa,THIỆU HÓA,,thanh hoa,thieu hoa,
958,Thanh Hóa,THƯỜNG XUÂN,,thanh hoa,thuong xuan,
959,Thanh Hóa,THẠCH THÀNH,,thanh hoa,thach thanh,
960,Thanh Hóa,THỌ XUÂN,,thanh hoa,tho xuan,
961,Thanh Hóa,TRIỆU SƠN,,thanh hoa,trieu son,
962,Thanh Hóa,TĨNH GIA,,thanh hoa,tinh gia,
963,Thanh Hóa,VĨNH LỘC,,thanh hoa,vinh loc,
964,Thanh Hóa,YÊN ĐỊNH,,thanh hoa,yen dinh,
965,Thanh Hóa,ĐÔNG SƠN,,thanh hoa,dong son,
966,Nghệ An,ANH SƠN,,nghe an,anh son,
967,Nghệ An,CON CUÔNG,,nghe an,con cuong,
968,Nghệ An,CỬA LÒ,,nghe an,cua lo,
969,Nghệ An,DIỄN CHÂU,,nghe an,dien chau,
970,Nghệ An,HOÀNG MAI,,nghe an,hoang mai,
971,Nghệ An,HƯNG NGUYÊN,,nghe an,hung nguyen,
972,Nghệ An,KỲ SƠN,,nghe an,ky son,
973,Nghệ An,NAM ĐÀN,,nghe an,nam dan,
974,Nghệ An,NGHI LỘC,,nghe an,nghi loc,
975,Nghệ An,NGHĨA ĐÀN,,nghe an,nghia dan,
976,Nghệ An,QUẾ PHONG,,nghe an,que phong,
977,Nghệ An,QUỲ CHÂU,,nghe an,quy chau,
978,Nghệ An,QUỲ HỢP,,nghe an,quy hop,
979,Nghệ An,QUỲNH LƯU,,nghe an,quynh luu,
980,Nghệ An,THANH CHƯƠNG,,nghe an,thanh chuong,
981,Nghệ An,THÁI HOÀ,,nghe an,thai hoa,
982,Nghệ An,TÂN KỲ,,nghe an,tan ky,
983,Nghệ An,TƯƠNG DƯƠNG,,nghe an,tuong duong,
984,Nghệ An,VINH,,nghe an,vinh,
985,Nghệ An,YÊN THÀNH,,nghe an,yen thanh,
986,Nghệ An,ĐÔ LƯƠNG,,nghe an,do luong,
987,Hà Tĩnh,CAN LỘC,,ha tinh,can loc,
988,Hà Tĩnh,CẨM XUYÊN,,ha tinh,cam xuyen,
989,Hà Tĩnh,HÀ TĨNH,,ha tinh,ha tinh,
990,Hà Tĩnh,HƯƠNG KHÊ,,ha tinh,huong khe,
991,Hà Tĩnh,HƯƠNG SƠN,,ha tinh,huong son,
992,Hà Tĩnh,HỒNG LĨNH,,ha tinh,hong linh,
993,Hà Tĩnh,KỲ ANH,,ha tinh,ky anh,
994,Hà Tĩnh,LỘC HÀ,,ha tinh,loc ha,
995,Hà Tĩnh,NGHI XUÂN,,ha tinh,nghi xuan,
996,Hà Tĩnh,THẠCH HÀ,,ha tinh,thach ha,
997,Hà Tĩnh,VŨ QUANG,,ha tinh,vu quang,
998,Hà Tĩnh,ĐỨC THỌ,,ha tinh,duc tho,
999,Quảng Bình,BA ĐỒN,,quang binh,ba don,
1000,Quảng Bình,BỐ TRẠCH,,quang binh,bo trach,
1001,Quảng Bình,LỆ THỦY,,quang binh,le thuy,
1002,Quảng Bình,MINH HÓA,,quang binh,minh hoa,
1003,Quảng Bình,QUẢNG NINH,,quang binh,quang ninh,
1004,Quảng Bình,QUẢNG TRẠCH,,quang binh,quang trach,
1005,Quảng Bình,TUYÊN HÓA,,quang binh,tuyen hoa,
1006,Quảng Bình,ĐỒNG HỚI,,quang binh,dong hoi,
1007,Quảng Trị,CAM LỘ,,quang tri,cam lo,
1008,Quảng Trị,GIO LINH,,quang tri,gio linh,
1009,Quảng Trị,HƯỚNG HÓA,,quang tri,huong hoa,
1010,Quảng Trị,HẢI LĂNG,,quang tri,hai lang,
1011,Quảng Trị,QUẢNG TRỊ,,quang tri,quang tri,
1068,Kon Tum,SA THẦY,,kon tum,sa thay,
1012,Quảng Trị,TRIỆU PHONG,,quang tri,trieu phong,
1013,Quảng Trị,VĨNH LINH,,quang tri,vinh linh,
1014,Quảng Trị,ĐA KRÔNG,,quang tri,da krong,
1015,Quảng Trị,ĐÔNG HÀ,,quang tri,dong ha,
